key_titulo	titulo_en	key_descripcion	descripcion_en
UDM_courier_dc_small_title_001	UDM Local Shipment Route	UDM_courier_fromdc_med_desc_001	Greetings Qualified Shipping Partner!\n\nToday’s the perfect day to gain some additional firsthand shipping experience.\n\nIf you have a ship with adequate storage, there are a fair number of packages in the ~mission(Pickup1) at ~mission(Pickup1|Address) ready to be delivered. \n\nTalk about a great opportunity for career growth.\n\nPACKAGES FOR PICK UP \n     · All Packages in the <EM4>~mission(Pickup1)</EM4> at <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3|Address)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> to the <EM4>~mission(Dropoff4|Address)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5|Address)</EM4> \n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5|Address)</EM4>\n     · Package <EM4>#~mission(Item7|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6|Address)</EM4>\n     · Package <EM4>#~mission(Item8|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6|Address)</EM4>\n     · Package <EM4>#~mission(Item9|SerialNumber)</EM4> to the <EM4>~mission(Dropoff7|Address)</EM4>\n     · Package <EM4>#~mission(Item10|SerialNumber)</EM4> to the <EM4>~mission(Dropoff7|Address)</EM4>\n\nLooking forward to working with you,\n\nUnified Distribution Management\n -Delivering the Total Package-\n
UDM_internaldelivery_dc_title_001	UDM Package Handler	UDM_internaldelivery_dc_desc_005	Greetings Qualified Package Handler!\n\nWhile they might not be going too far, the following packages at <EM4>~mission(Location|Address)</EM4> still need to be handled with expert care. Are you the expert we’re looking for?\n\nPACKAGES FOR PICK UP (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> from the <EM4>~mission(Pickup2)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> from the <EM4>~mission(Pickup3)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> from the <EM4>~mission(Pickup4)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> from the <EM4>~mission(Pickup5)</EM4>\n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> from the <EM4>~mission(Pickup6)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3)</EM4>\n     · Package <EM4>#~mission(Item4|SerialNumber)</EM4> to the <EM4>~mission(Dropoff4)</EM4>\n     · Package <EM4>#~mission(Item5|SerialNumber)</EM4> to the <EM4>~mission(Dropoff5)</EM4> \n     · Package <EM4>#~mission(Item6|SerialNumber)</EM4> to the <EM4>~mission(Dropoff6)</EM4>\n\nAll you need to do is accept the contract and you'll be on your way.\n\nLooking forward to working with you,\n\nUnified Distribution Management\n -Delivering the Total Package-\n\n
UDM_LocalDelivery_title_01	UDM Local Delivery Route 	UDM_LocalDelivery_desc_01	Greetings Qualified Shipping Partner!\n\nLooking for an excuse to hit the skies with your cargo-ready vessel? Earn credits and explore the local area with this following carefully selected itinerary -\n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n\nIf being your own supervisor and getting paid to fly your very own ship sounds like the perfect job, this contract is just what you've been looking for. Just be sure to bring your own <EM4>handheld tractor beam</EM4> for maximum efficiency. \n\nLooking forward to working with you,\n\nUnified Distribution Management\n -Delivering the Total Package-
UDM_LocalDelivery_title_intro	UDM Local Delivery Evaluation	UDM_LocalDelivery_desc_intro	Greetings Potential Qualified Shipping Partner!\n\nReady to contribute to our growing and expanding delivery network?  Have a vessel at your disposal that can carry several packages and fly between local planetary bodies and satellites? Unified Distribution Management is looking for a pilot just like you! \n\nWe would love to evaluate your hiring potential with this carefully selected itinerary -\n\nPACKAGE FOR PICK UP\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1|Address)</EM4>\n\nDROP OFF LOCATION\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n\nIf this sounds like something you're interested in, accept this offer right away! Just be sure to bring your own <EM4>handheld tractor beam</EM4> for maximum efficiency. \n\nLooking forward to working with you,\n\nUnified Distribution Management\n -Delivering the Total Package-
UDM_LocalDelivery_title_rehire	UDM Local Delivery Re-evaluation	UDM_LocalDelivery_desc_rehire	Greetings Formerly Qualified Shipping Partner!\n\nReady for another chance to use your cargo-ready vessel to earn credits? Unified Distribution Management has chosen the following carefully selected itinerary as the perfect way to re-evaluate your skills -\n\nPACKAGES FOR PICK UP (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> from the <EM4>~mission(Pickup1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> from the <EM4>~mission(Pickup2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> from the <EM4>~mission(Pickup3|Address)</EM4>\n\nDROP OFF LOCATIONS (ANY ORDER)\n     · Package <EM4>#~mission(Item1|SerialNumber)</EM4> to the <EM4>~mission(Dropoff1|Address)</EM4>\n     · Package <EM4>#~mission(Item2|SerialNumber)</EM4> to the <EM4>~mission(Dropoff2|Address)</EM4>\n     · Package <EM4>#~mission(Item3|SerialNumber)</EM4> to the <EM4>~mission(Dropoff3|Address)</EM4>\n \nJust be sure to bring your own <EM4>handheld tractor beam</EM4> for maximum efficiency. \n\nLooking forward to working with you again,\n\nUnified Distribution Management\n -Delivering the Total Package-
UDM_UGF_collect_title_001	UDM Package Pick Up	UDM_UGF_collect_desc_001	Greetings Qualified Shipping Partner!\n\nIf you’re looking for work as a delivery pilot, we have the perfect opportunity for you! \n\nA pick up is waiting at <EM4>~mission(Location|Address)</EM4> to be delivered to <EM4>~mission(Destination|Address)</EM4>. Sounds fun, right?\n\nWarning, there have been multiple security alerts flagged in the area. Be sure to bring along some defensive measures so you can stay safe.\n\nIf this sounds like something you're interested in, accept this offer right away! \n\nLooking forward to working with you,\n\nUnified Distribution Management\n -Delivering the Total Package-\n
UWC_Refueling_easy_title_001	REFUEL REQUEST: ~mission(Ship)		
UWC_Refueling_high_title_001	 CRITICAL REFUEL REQUEST: ~mission(Ship)		
UWC_Refueling_intro_title_001	UWC'S HIRING REFUELERS		
UWC_Refueling_moderate_title_001	URGENT REFUEL REQUEST: ~mission(Ship)		
UWC_Refueling_multiple_med_title_001	URGENT FLEET REFUEL		
vaughn_assassination_FPS_UGF_illegal_title_001	All Things Come To An End	vaughn_assassination_FPS_UGF_illegal_boss_desc_001	I am not sure if you’re acquainted with ~mission(Location|Address), but ~mission(TargetName) is the one who calls the shots there. I need them eliminated.\n\nThat is easier said then done, I'm afraid. They are notoriously reluctant to see to matters personally, preferring their underlings to handle the dirty work. That said, eliminate enough of the underlings and they will have no choice but to deal with you themselves.\n\nEarnestly,\nVaughn\n
vaughn_assassination_FPS_UGF_legal_title_001	They Will Be Missed	vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001	A senior security official by the name of ~mission(TargetName) has been marked for termination. While they can be found at ~mission(Location|Address), they will not be easy to get to. I fear that a bit of work will be required to draw them out.  \n\nNormally, I would recommend killing enough of their underlings that they will be forced to face you personally. However, in this instance a more delicate touch is required. While you should feel free to eliminate any and all of the security forces on site, you must ensure the safety of all the civilian workers there.\n\nTiresome for sure, but a requirement none the less. \n\nEarnestly,\nVaughn\n
vaughn_assassination_VE_title_intro	A Chance to Impress	vaughn_assassination_VE_desc_intro	Firstly, allow me to introduce myself. To put it rather dramatically, I deal in lives. \n\nPeople hire me when some soul needs to be extinguished, and I in return employ the perfect person to serve as the extinguishant. This provides security to all parties involved as none know the identity of the other. An ideal situation as far as these things go.\n\nI was recently made aware that you may possess skills that would make you of service to me and decided that it would be worthwhile to pursue the validity of this claim. \n \nIf you have any interest in forging a working relationship, I will need a demonstration of said skills. \n\nSeek out and discreetly kill ~mission(TargetName) over at ~mission(Location|Address).\n\nDo so successfully and you will be rewarded. Not only that, but you will have proven yourself worthy of further consideration.\n\nSincerely,\nVaughn\n
vaughn_assassination_VE_title_rehire	Another Chance to Impress	vaughn_assassination_VE_desc_rehire	It is not often in life that we get another chance to make a first impression, but I am going to provide to you with just that.\n\nTo say I was disappointed in how things last transpired on your last assassination attempt would be a severe understatement. However, here is your chance to prove yourself capable of more. \n\nKill ~mission(TargetName) over at ~mission(Location|Address) and I will consider the slate wiped clean. \n\nSincerely,\nVaughn\n
Vaughn_EliminateBoss_FPS_Rockcracker_Warehouse_name_001	End of a Salamander		
Vaughn_EliminateSpecific_FPS_Rockcracker_title_001	A Well Deserved Break		
Vaughn_EliminateSpecific_FPS_storm_H_title_001	A Challenging Contract		
Vaughn_EliminateSpecific_FPS_storm_H_title_002	Another Challenge to be Removed		
Vaughn_EliminateSpecific_FPS_storm_H_title_003	Killing a Ghost		
Vaughn_EliminateSpecific_FPS_storm_H_title_004	Pyro Contract		
Xenothreat_bounty_headhunter_title_001	Track Down Gang Member	Xenothreat_bounty_headhunter_desc_001	XenoThreat has placed a kill order on ~mission(TargetName). As a Clips level member of the Headhunters gang, ~mission(TargetName|Last) has led operations that have targeted XenoThreat operatives, missions, and infrastructure. For these transgressions, XenoThreat will pay anyone who successfully tracks down and assassinates ~mission(TargetName|Last).  \n\nLOCATION UPDATE: ~mission(TargetName|Last) was seen near ~mission(Location|Address) not too long ago.  If you decide to accept this contract, you should head to the coordinates immediately. ~mission(TargetName|Last) knows we’re looking for ‘em and has been traveling with an escort recently. Don’t be surprised if they’re not alone.\n\nComm. Spec. Engler
Xenothreat_bounty_headhunter_title_002	Track Down Traitor	Xenothreat_bounty_headhunter_desc_002	XenoThreat has placed a kill order on ~mission(TargetName). A known member of the Headhunters gang, ~mission(TargetName|Last) has betrayed Humankind by being a known alien ally who associates with them in both a personal and business capacity. XenoThreat wants these traitorous associations stopped immediately before they bring more alien influence to Pyro. We’ll pay anyone who successfully tracks down and assassinates ~mission(TargetName|Last) for these crimes against Humanity.  \n\nLOCATION UPDATE: ~mission(TargetName|Last) was recently spotted with an escort at ~mission(Location|Address). \n\nComm. Spec. Engler
Xenothreat_bounty_headhunter_title_003	Track Down Spy	Xenothreat_bounty_headhunter_desc_003	XenoThreat has placed a kill order on the head of ~mission(TargetName). As a member of the Headhunters gang, ~mission(TargetName|Last) hacked into XenoThreat systems to steal information on our operations and personnel. The harm done can only be rectified by ensuring ~mission(TargetName|Last) can never do something like this again. That’s why XenoThreat will pay anyone who can track down and assassinate ~mission(TargetName|Last).     \n\nLOCATION UPDATE: Recent scans identified ~mission(TargetName|Last) traveling with other ships near ~mission(Location|Address). \n\nComm. Spec. Engler
XenoThreat_claimsweep_title_easy	Silence Sentries	XenoThreat_claimsweep_desc_easy	Our resistance movement is growing by the day, but that comes with some unwanted attention.  Recent scans discovered orbital sentries at ~mission(location|address) and a ship running a patrol pattern. We believe this is part of an espionage campaign targeting XenoThreat, most likely funded by the UEE. \n\nWe’re looking for an experienced merc willing to destroy the sentries ASAP.  Since they already have eyes and ears on us, sending in someone from outside the org would draw less attention. If you take the gig, you’ll be paid promptly once the sentries are destroyed.\n \nNow, while the patrol ship isn’t the main target, we suspect that if it escapes it might have reinforcements in reserve. Might be smart to deal with it promptly. \n\nIf you decide to help us, XenoThreat will remember you’re someone willing to fight for what’s right.\n\nComm. Spec. Engler
XenoThreat_claimsweep_title_hard	Annihilate Sentries	XenoThreat_claimsweep_desc_hard	Recent scans discovered several orbital sentries and ships at ~mission(location|address). We believe they’re part of an espionage campaign targeting XenoThreat, in response to our recent actions in the Stanton system. Seems XenoThreat must be doing something right, if they’re out here spying like this.\n\nWe’re looking for an experienced and highly-skilled merc willing to eliminate this operation. If you don’t want Pyro to become a surveillance system, then this is your chance to stop it. The sentries probably won’t be too big of an issue, but pay mind to the patrol ships. If they manage to break away, you’ll have a whole lot more trouble breathing down your neck. \n\nYou’ll have our gratitude and a sizable payment once the job is done. \n\nComm. Spec. Engler
